Timestamp,U_L1_Avg,U_L1_Min,U_L1_Max,I_L1,PF_L1,U_L2_Avg,U_L2_Min,U_L2_Max,I_L2,PF_L2,U_L3_Avg,U_L3_Min,U_L3_Max,I_L3,PF_L3,P_Netz_Gesamt,P_Haus,PV_Watt,Batt_Watt,SOC
2026-01-27 20:44:49,212.03,211.37,212.76,0.74,0.561,221.36,219.64,222.21,0.39,0.011,229.97,229.15,230.67,2.36,0.867,565.11,605.11,0.0,0.0,10
2026-01-27 20:46:49,211.56,210.78,211.95,0.65,0.341,224.38,221.69,226.36,0.41,0.036,228.31,227.07,229.6,1.9,0.817,424.98,464.98,0.0,0.0,10
2026-01-27 20:48:50,211.07,210.54,211.58,0.65,0.321,225.69,225.08,226.61,0.42,0.082,227.61,226.64,228.67,2.38,0.884,526.52,556.52,0.0,0.0,10
2026-01-27 20:50:49,212.88,210.98,213.72,0.68,0.332,224.63,223.66,225.68,0.43,0.281,227.34,226.12,227.78,2.3,0.859,514.92,534.92,0.0,0.0,10
2026-01-27 20:52:50,214.68,212.83,215.57,0.89,0.611,224.46,223.12,224.93,0.43,0.307,226.98,226.16,228.3,2.03,0.818,523.51,553.51,0.0,0.0,10
2026-01-27 20:54:50,214.36,212.4,215.65,0.89,0.605,225.46,223.2,226.94,0.44,0.314,226.52,226.12,227.06,2.52,0.9,663.4,703.4,0.0,0.0,10
2026-01-27 20:56:50,217.77,214.67,219.6,0.81,0.455,224.11,222.59,226.01,0.41,0.329,226.29,225.6,226.83,2.28,0.844,546.39,586.39,0.0,0.0,10
2026-01-27 20:58:50,218.48,217.35,220.0,0.81,0.446,222.49,221.57,223.02,0.4,0.315,226.95,225.02,228.03,3.43,0.926,832.77,872.77,0.0,0.0,10
2026-01-27 21:00:50,218.7,217.32,219.63,0.79,0.448,223.25,221.76,224.76,0.41,0.299,227.74,226.24,228.46,2.73,0.858,663.23,693.23,0.0,0.0,10
2026-01-27 21:02:50,217.81,217.2,218.44,0.77,0.444,224.49,223.72,225.01,0.41,0.309,227.77,227.18,228.58,3.29,0.914,781.57,821.57,0.0,0.0,10
2026-01-27 21:04:50,218.22,217.76,218.55,0.78,0.439,224.46,223.73,225.59,0.42,0.31,227.83,227.16,228.15,3.25,0.914,808.68,838.68,0.0,0.0,10
2026-01-27 21:06:50,218.01,216.89,218.58,0.85,0.519,225.26,224.39,228.2,0.42,0.315,227.34,226.21,228.12,3.54,0.924,874.84,914.84,0.0,0.0,10
2026-01-27 21:08:50,216.29,215.01,217.85,0.82,0.478,227.59,226.2,228.16,0.45,0.313,226.96,226.14,227.21,3.16,0.909,766.94,796.94,0.0,0.0,10
2026-01-27 21:10:50,215.32,214.42,215.94,0.82,0.489,227.44,227.19,227.68,0.45,0.287,228.19,226.71,229.16,3.55,0.93,880.24,920.24,0.0,0.0,10
2026-01-27 21:12:50,214.95,213.52,217.07,0.97,0.738,227.66,226.7,228.82,0.44,0.274,228.61,228.06,229.14,3.11,0.909,817.0,837.0,0.0,0.0,10
2026-01-27 21:14:50,213.42,212.82,213.75,0.95,0.741,225.41,222.78,228.83,0.43,0.249,229.31,227.8,230.63,2.49,0.875,677.45,717.45,0.0,0.0,10
2026-01-27 21:16:50,213.84,213.37,215.24,0.97,0.762,222.26,221.42,223.13,0.4,0.201,230.64,230.07,231.02,2.52,0.889,657.95,687.95,0.0,0.0,10
2026-01-27 21:18:50,214.67,213.45,216.41,1.01,0.794,221.91,221.3,222.79,0.38,0.02,231.22,230.4,231.63,1.78,0.781,505.38,545.38,0.0,0.0,10
2026-01-27 21:20:50,216.08,215.42,218.0,0.91,0.723,222.66,221.97,223.19,0.4,0.148,231.41,230.85,231.92,1.87,0.82,506.69,536.69,0.0,0.0,10
2026-01-27 21:22:50,214.43,213.84,215.59,0.88,0.723,224.84,222.87,225.52,0.41,0.009,231.21,230.41,231.97,1.54,0.766,411.73,441.73,0.0,0.0,10
2026-01-27 21:24:51,213.7,212.78,216.05,0.87,0.72,226.32,224.75,227.79,0.42,0.015,230.25,228.51,231.06,1.44,0.791,392.45,432.45,0.0,0.0,10
2026-01-27 21:26:51,213.03,212.27,213.66,0.86,0.718,226.75,225.95,227.32,0.42,0.021,230.38,229.66,230.98,1.42,0.79,387.62,427.62,0.0,0.0,10
2026-01-27 21:28:51,212.63,211.1,214.0,0.85,0.712,226.69,225.9,227.35,0.43,0.025,230.29,229.96,230.92,1.42,0.791,386.61,426.61,0.0,0.0,10
2026-01-27 21:30:51,212.63,211.7,214.48,0.75,0.609,226.19,224.66,227.14,0.43,0.023,230.75,230.06,231.14,1.42,0.792,342.58,362.58,0.0,0.0,10
2026-01-27 21:32:51,213.5,212.75,214.78,0.73,0.447,225.43,224.07,227.12,0.43,0.01,231.24,230.55,231.79,1.42,0.782,325.97,355.97,0.0,0.0,10
2026-01-27 21:34:51,212.92,211.39,213.3,0.69,0.373,226.62,224.97,227.49,0.44,0.014,230.9,230.42,231.47,1.42,0.785,311.69,341.69,0.0,0.0,10
2026-01-27 21:36:51,211.61,211.1,213.25,0.68,0.362,226.51,224.87,227.32,0.44,0.01,231.14,230.81,231.64,1.42,0.789,309.78,339.78,0.0,0.0,10
2026-01-27 21:38:51,211.84,210.69,212.77,0.67,0.366,226.56,225.95,227.3,0.44,0.042,231.44,231.15,231.73,1.42,0.789,309.44,349.44,0.0,0.0,10
2026-01-27 21:40:51,213.37,210.76,216.28,0.68,0.378,226.18,225.24,227.81,0.42,0.021,231.19,230.88,231.98,1.41,0.775,307.32,327.32,0.0,0.0,10
2026-01-27 21:42:51,215.21,212.46,216.9,0.71,0.389,225.1,223.55,227.14,0.41,0.008,231.45,230.87,232.15,1.41,0.768,308.58,338.58,0.0,0.0,10
2026-01-27 21:44:51,216.9,214.44,218.61,0.74,0.41,222.82,221.43,224.12,0.38,0.009,231.36,230.94,231.84,1.68,0.796,391.21,421.21,0.0,0.0,10
2026-01-27 21:46:51,216.29,214.61,216.8,0.73,0.378,225.56,222.94,227.02,0.4,0.034,230.17,229.2,231.51,1.39,0.769,306.0,346.0,0.0,0.0,10
2026-01-27 21:48:51,217.03,216.5,217.78,0.74,0.363,226.61,225.77,228.62,0.4,0.067,229.39,228.82,229.73,1.39,0.777,304.27,354.27,0.0,0.0,10
2026-01-27 21:50:51,216.44,215.69,217.19,0.74,0.369,226.04,225.16,226.68,0.41,0.068,229.0,227.61,229.37,1.38,0.774,302.57,322.57,0.0,0.0,10
2026-01-27 21:52:51,216.62,215.65,217.29,0.75,0.369,225.51,224.98,225.91,0.4,0.069,228.93,228.51,229.21,1.66,0.862,425.59,455.59,0.0,0.0,10
2026-01-27 21:54:51,216.24,215.31,217.47,0.75,0.347,225.55,224.6,226.25,0.41,0.056,229.64,228.59,230.4,1.38,0.77,298.94,328.94,0.0,0.0,10
2026-01-27 21:56:51,217.46,215.54,218.32,0.93,0.457,226.09,224.71,227.66,0.41,0.06,229.79,228.9,230.41,1.4,0.769,365.97,415.97,0.0,0.0,10
2026-01-27 21:58:51,218.04,217.14,218.57,0.98,0.678,225.14,224.32,226.58,0.4,0.066,229.71,229.21,230.05,1.91,0.861,541.17,571.17,0.0,0.0,10
2026-01-27 22:00:52,218.13,217.62,218.4,0.93,0.636,228.08,225.25,228.45,0.43,0.113,228.84,228.15,229.86,1.37,0.776,371.48,411.48,0.0,0.0,10
2026-01-27 22:02:52,219.17,217.98,219.69,0.95,0.627,227.79,226.71,228.76,0.43,0.153,227.12,226.04,228.86,1.35,0.78,367.76,407.76,0.0,0.0,10
2026-01-27 22:04:52,219.89,218.83,220.82,0.96,0.619,228.57,228.28,228.85,0.43,0.154,226.94,226.48,227.79,1.72,0.846,462.76,512.76,0.0,0.0,10
2026-01-27 22:06:52,220.38,219.66,220.68,0.97,0.611,228.59,228.19,228.94,0.43,0.143,227.41,227.07,227.8,1.47,0.792,394.06,434.06,0.0,0.0,10
2026-01-27 22:08:52,220.11,219.45,220.97,0.97,0.621,227.99,226.8,228.58,0.43,0.127,227.87,226.61,228.52,1.55,0.834,454.24,484.24,0.0,0.0,10
2026-01-27 22:10:52,219.27,217.74,219.99,0.94,0.63,227.85,227.12,229.26,0.42,0.112,228.31,226.83,228.95,1.54,0.791,412.01,442.01,0.0,0.0,10
2026-01-27 22:12:52,218.0,217.02,219.01,0.92,0.63,228.95,227.98,229.56,0.44,0.128,228.15,227.51,228.84,1.44,0.796,385.58,415.58,0.0,0.0,10
2026-01-27 22:14:52,218.85,217.97,221.17,0.86,0.524,228.79,227.91,229.21,0.43,0.121,228.78,227.36,229.06,1.4,0.789,352.61,392.61,0.0,0.0,10
2026-01-27 22:16:52,221.16,220.32,221.83,0.79,0.299,229.06,228.03,229.47,0.43,0.148,228.04,226.95,228.86,1.37,0.791,298.57,338.57,0.0,0.0,10
2026-01-27 22:18:52,221.29,220.41,222.17,0.79,0.301,229.2,228.73,229.5,0.43,0.135,228.98,227.73,229.93,1.43,0.801,312.83,342.83,0.0,0.0,10
2026-01-27 22:20:52,222.0,221.34,222.79,0.81,0.335,228.13,226.88,229.08,0.4,0.107,229.77,229.46,230.32,1.43,0.793,318.46,348.46,0.0,0.0,10
2026-01-27 22:22:52,221.99,220.65,222.53,0.86,0.417,226.96,226.58,227.97,0.39,0.103,229.97,229.16,230.38,1.4,0.785,330.41,360.41,0.0,0.0,10
2026-01-27 22:24:52,221.47,221.11,221.71,0.84,0.402,228.01,227.81,228.33,0.41,0.106,229.81,229.16,230.31,1.39,0.788,326.94,366.94,0.0,0.0,10
2026-01-27 22:26:52,221.64,221.22,222.16,0.84,0.403,227.92,227.18,228.29,0.41,0.108,229.68,228.84,230.34,1.37,0.783,316.17,346.17,0.0,0.0,10
2026-01-27 22:28:53,222.08,221.59,222.44,0.82,0.321,227.8,227.04,228.94,0.4,0.136,228.82,227.62,229.28,1.35,0.772,296.75,336.75,0.0,0.0,10
2026-01-27 22:30:53,221.6,221.22,222.13,0.8,0.326,228.08,227.49,228.46,0.4,0.107,229.82,228.58,230.24,1.48,0.803,361.87,401.87,0.0,0.0,10
2026-01-27 22:32:53,221.59,220.95,222.04,0.8,0.324,228.08,227.77,228.35,0.4,0.105,229.75,228.84,230.11,1.31,0.747,282.08,322.08,0.0,0.0,10
2026-01-27 22:34:53,221.34,220.72,221.82,0.8,0.333,227.59,227.03,228.38,0.4,0.101,229.62,229.15,229.9,1.39,0.756,304.5,334.5,0.0,0.0,10
2026-01-27 22:36:53,219.84,218.79,220.9,0.76,0.337,227.3,226.47,227.7,0.42,0.222,229.66,228.9,230.08,1.41,0.764,324.79,364.79,0.0,0.0,10
2026-01-27 22:38:53,219.56,217.96,220.12,0.76,0.316,228.69,227.72,229.67,0.5,0.467,228.78,226.52,229.6,1.62,0.816,427.37,457.37,0.0,0.0,10
2026-01-27 22:40:53,220.1,219.55,220.8,0.96,0.633,228.44,227.95,228.86,0.49,0.497,227.14,225.97,227.61,1.38,0.753,535.55,575.55,0.0,0.0,10
2026-01-27 22:42:53,220.65,219.64,221.25,0.96,0.628,228.61,228.03,229.45,0.52,0.595,225.85,224.55,227.69,1.38,0.763,458.58,498.58,0.0,0.0,10
2026-01-27 22:44:53,220.74,219.03,221.51,1.12,0.661,227.19,225.8,228.63,0.46,0.503,226.29,224.65,227.5,1.51,0.803,509.53,559.53,0.0,0.0,10
2026-01-27 22:46:53,219.21,218.78,219.64,3.87,0.955,226.08,224.72,227.96,0.46,0.472,227.26,225.48,227.99,1.35,0.751,1107.88,1137.88,0.0,0.0,10
2026-01-27 22:48:53,219.06,218.19,220.22,5.82,0.961,227.21,226.17,227.88,0.46,0.482,227.01,226.41,227.49,1.35,0.817,1358.47,1388.47,0.0,0.0,10
2026-01-27 22:50:53,219.86,219.27,220.52,2.52,0.806,226.88,226.15,227.78,0.45,0.498,226.92,226.19,227.43,1.32,0.728,796.56,826.56,0.0,0.0,10
2026-01-27 22:52:53,220.23,218.99,220.97,0.94,0.63,227.69,227.35,228.03,0.46,0.503,227.06,225.85,229.69,2.41,0.897,674.87,704.87,0.0,0.0,10
2026-01-27 22:54:53,218.92,217.63,219.21,0.92,0.653,227.96,227.3,228.18,0.45,0.451,229.97,229.58,230.33,2.65,0.903,723.53,763.53,0.0,0.0,10
2026-01-27 22:56:53,217.19,216.3,218.99,0.9,0.664,227.77,226.62,228.13,0.46,0.426,230.62,230.02,231.11,3.11,0.922,794.81,834.81,0.0,0.0,10
2026-01-27 22:58:53,218.0,216.57,219.47,0.76,0.377,227.48,226.55,228.04,0.44,0.441,230.85,230.23,231.18,2.08,0.854,521.8,561.8,0.0,0.0,10
2026-01-27 23:00:53,219.25,218.6,219.53,0.76,0.35,226.24,225.93,226.65,0.43,0.446,230.72,230.27,231.07,2.51,0.905,620.38,640.38,0.0,0.0,10
2026-01-27 23:02:53,219.75,219.29,220.38,0.76,0.338,226.9,225.3,228.06,0.44,0.455,230.36,229.14,231.48,1.85,0.825,470.49,510.49,0.0,0.0,10
2026-01-27 23:04:53,220.38,219.51,220.6,0.77,0.32,227.95,227.32,228.45,0.45,0.479,228.94,228.04,229.69,1.98,0.858,519.95,559.95,0.0,0.0,10
2026-01-27 23:06:54,220.56,220.17,221.02,0.77,0.329,227.28,226.13,228.55,0.45,0.469,229.97,228.89,230.41,1.96,0.861,500.73,540.73,0.0,0.0,10
2026-01-27 23:08:54,220.53,220.29,220.81,0.77,0.335,226.39,225.88,226.96,0.45,0.464,230.37,230.1,230.63,1.88,0.836,471.97,501.97,0.0,0.0,10
2026-01-27 23:10:54,220.54,219.18,220.84,0.78,0.339,226.68,226.01,227.08,0.45,0.469,230.35,229.57,230.89,2.51,0.915,634.96,664.96,0.0,0.0,10
2026-01-27 23:12:54,220.33,219.69,220.59,0.77,0.346,227.45,226.34,228.21,0.46,0.462,230.41,229.94,230.87,1.69,0.814,416.54,456.54,0.0,0.0,10
2026-01-27 23:14:54,220.32,219.6,220.66,0.8,0.398,227.3,227.09,227.62,0.46,0.46,230.22,229.93,230.57,2.25,0.881,592.93,632.93,0.0,0.0,10
2026-01-27 23:16:54,220.36,220.03,220.55,0.79,0.367,226.16,225.15,227.17,0.45,0.457,230.66,229.99,231.36,2.24,0.849,506.3,546.3,0.0,0.0,10
2026-01-27 23:18:54,220.81,220.14,221.41,0.77,0.344,226.27,224.94,227.0,0.45,0.45,230.78,230.24,231.5,2.52,0.884,617.78,647.78,0.0,0.0,10
2026-01-27 23:20:54,221.73,220.92,222.18,0.79,0.329,226.82,226.5,227.74,0.45,0.464,230.42,230.0,230.86,2.91,0.914,725.15,765.15,0.0,0.0,10
2026-01-27 23:22:54,222.56,221.95,223.09,0.81,0.314,227.47,226.93,228.04,0.44,0.468,230.32,230.05,230.6,2.43,0.888,596.23,636.23,0.0,0.0,10
2026-01-27 23:24:54,222.17,220.9,223.05,0.95,0.636,227.6,226.93,228.86,0.44,0.467,230.45,229.72,231.4,2.33,0.907,666.45,706.45,0.0,0.0,10
2026-01-27 23:26:54,222.56,221.04,223.43,0.95,0.639,228.2,227.7,228.91,0.44,0.415,230.89,230.39,231.36,1.16,0.775,349.44,379.44,0.0,0.0,10
2026-01-27 23:28:54,224.26,223.11,224.62,0.98,0.637,226.73,226.01,227.76,0.37,0.073,231.44,231.08,231.89,1.19,0.684,325.99,345.99,0.0,0.0,10
2026-01-27 23:30:54,223.97,222.81,224.56,0.98,0.644,226.17,225.78,226.66,0.37,0.06,231.61,230.82,231.82,1.36,0.756,377.61,397.61,0.0,0.0,10
2026-01-27 23:32:55,222.32,221.67,223.31,0.97,0.659,227.03,226.18,227.36,0.39,0.062,231.27,230.95,231.67,1.28,0.732,357.66,387.66,0.0,0.0,10
2026-01-27 23:34:55,221.97,220.66,222.33,0.97,0.657,227.27,226.94,227.72,0.39,0.065,231.5,231.05,231.83,1.2,0.704,335.37,375.37,0.0,0.0,10
2026-01-27 23:36:55,221.79,221.01,222.46,0.96,0.651,227.31,226.85,227.75,0.4,0.091,231.29,230.26,231.82,1.37,0.76,391.98,421.98,0.0,0.0,10
2026-01-27 23:38:55,221.76,220.71,222.12,0.97,0.646,229.18,227.78,229.79,0.41,0.098,230.81,230.25,231.49,1.13,0.687,317.12,337.12,0.0,0.0,10
2026-01-27 23:40:55,221.59,221.28,221.95,1.03,0.694,229.58,228.77,230.02,0.42,0.099,230.86,230.55,231.37,1.62,0.855,468.15,508.15,0.0,0.0,10
2026-01-27 23:42:55,222.11,221.81,222.38,0.85,0.392,228.87,227.66,229.14,0.41,0.101,231.15,230.71,231.53,1.1,0.671,243.7,283.7,0.0,0.0,10
2026-01-27 23:44:55,222.4,221.81,222.9,0.81,0.308,230.09,228.87,230.66,0.43,0.111,230.99,230.6,231.65,1.65,0.808,374.17,414.17,0.0,0.0,10
2026-01-27 23:46:55,222.1,221.04,223.44,0.81,0.311,230.24,229.71,230.67,0.44,0.12,230.68,229.28,231.32,1.08,0.672,223.52,253.52,0.0,0.0,10
2026-01-27 23:48:55,223.37,222.6,224.34,0.84,0.305,229.83,228.56,230.22,0.43,0.153,229.12,228.7,229.42,1.55,0.813,349.45,379.45,0.0,0.0,10
2026-01-27 23:50:55,222.5,220.97,223.76,0.81,0.312,230.01,229.49,230.71,0.43,0.15,229.56,229.34,229.82,1.24,0.736,268.92,288.92,0.0,0.0,10
2026-01-27 23:52:55,223.36,223.12,223.69,0.82,0.297,231.24,229.72,231.68,0.45,0.166,229.0,228.66,229.48,1.24,0.728,264.99,304.99,0.0,0.0,10
2026-01-27 23:54:55,223.42,222.54,223.97,0.82,0.293,231.59,230.41,231.94,0.46,0.168,228.77,228.53,229.12,1.07,0.686,220.67,250.67,0.0,0.0,10
2026-01-27 23:56:55,223.26,221.73,223.69,0.82,0.297,231.32,230.27,231.94,0.47,0.141,230.18,228.54,230.98,1.04,0.664,211.52,241.52,0.0,0.0,10
2026-01-27 23:58:55,222.22,221.9,222.55,0.81,0.295,231.69,230.96,231.92,0.47,0.119,230.7,230.49,230.93,1.04,0.662,212.12,242.12,0.0,0.0,10
2026-01-28 00:00:55,222.05,221.76,222.31,0.81,0.302,230.78,230.4,231.0,0.46,0.114,230.61,230.18,231.09,1.03,0.659,210.34,230.34,0.0,0.0,10
2026-01-28 00:02:55,221.71,220.96,222.04,0.81,0.304,230.73,230.45,231.07,0.47,0.11,230.52,230.16,230.83,1.25,0.801,284.47,324.47,0.0,0.0,10
2026-01-28 00:04:56,221.43,221.1,221.7,0.84,0.373,230.25,229.61,230.66,0.47,0.1,230.64,230.4,231.02,1.01,0.643,217.1,247.1,0.0,0.0,10
2026-01-28 00:06:55,221.51,220.56,222.02,0.84,0.375,229.51,229.27,229.84,0.47,0.098,230.56,230.28,230.82,1.21,0.67,264.76,294.76,0.0,0.0,10
2026-01-28 00:08:55,223.3,221.57,225.32,0.82,0.317,228.93,228.03,229.66,0.46,0.113,230.6,230.29,231.06,2.21,0.886,515.06,545.06,0.0,0.0,10
2026-01-28 00:10:56,224.53,224.09,225.12,1.03,0.621,230.04,228.37,230.42,0.46,0.132,230.3,229.82,231.02,1.65,0.819,439.2,469.2,0.0,0.0,10
2026-01-28 00:12:55,224.67,224.29,225.44,0.97,0.604,229.94,229.68,230.38,0.45,0.136,230.04,229.87,230.55,2.11,0.878,547.71,577.71,0.0,0.0,10
2026-01-28 00:14:56,223.38,222.92,224.71,0.96,0.611,230.5,230.32,230.73,0.46,0.124,230.11,229.71,230.35,1.55,0.816,431.2,461.2,0.0,0.0,10
2026-01-28 00:16:56,222.94,222.45,223.53,0.96,0.614,230.0,228.95,230.55,0.45,0.118,229.91,228.96,230.31,1.72,0.808,471.73,501.73,0.0,0.0,10
2026-01-28 00:18:56,222.6,221.95,222.84,0.95,0.625,229.17,228.8,229.48,0.42,0.103,230.55,229.98,230.94,1.65,0.8,439.63,469.63,0.0,0.0,10
2026-01-28 00:20:56,222.91,222.39,223.23,0.95,0.62,229.33,228.62,230.13,0.43,0.107,230.37,229.69,231.14,1.87,0.845,481.17,521.17,0.0,0.0,10
2026-01-28 00:22:56,222.76,221.6,223.13,0.96,0.618,230.21,229.9,230.59,0.44,0.116,230.15,229.72,230.51,1.58,0.793,413.72,443.72,0.0,0.0,10
2026-01-28 00:24:56,223.08,222.65,223.54,0.98,0.639,229.56,229.32,230.15,0.42,0.105,230.67,229.97,231.23,2.01,0.858,550.58,580.58,0.0,0.0,10
2026-01-28 00:26:56,222.85,221.96,223.19,0.96,0.625,229.63,229.25,229.83,0.42,0.105,230.81,230.31,231.21,1.84,0.829,487.23,507.23,0.0,0.0,10
2026-01-28 00:28:56,222.18,221.36,222.76,0.89,0.557,230.05,229.26,230.48,0.43,0.115,230.89,230.53,231.24,1.83,0.838,470.69,500.69,0.0,0.0,10
2026-01-28 00:30:56,222.34,222.12,222.57,0.81,0.367,230.35,229.23,230.59,0.44,0.114,230.89,230.56,231.21,2.05,0.86,477.94,507.94,0.0,0.0,10
2026-01-28 00:32:56,222.49,221.98,223.15,0.82,0.362,229.87,228.93,230.62,0.44,0.101,231.27,230.56,231.81,1.95,0.852,460.47,500.47,0.0,0.0,10
2026-01-28 00:34:56,222.38,222.11,222.64,0.81,0.322,229.07,228.87,229.27,0.44,0.093,231.17,231.01,231.38,1.62,0.795,355.22,385.22,0.0,0.0,10
2026-01-28 00:36:56,222.69,222.39,223.11,0.82,0.331,229.14,228.32,229.55,0.43,0.112,230.78,230.09,231.12,2.18,0.894,517.0,547.0,0.0,0.0,10
2026-01-28 00:38:56,222.69,221.88,223.21,0.82,0.322,229.07,228.73,229.49,0.42,0.091,230.78,230.03,231.07,1.61,0.795,352.19,382.19,0.0,0.0,10
2026-01-28 00:40:57,222.43,221.6,222.92,0.82,0.319,228.93,228.66,229.21,0.43,0.094,230.3,229.85,230.85,2.08,0.871,476.77,506.77,0.0,0.0,10
2026-01-28 00:42:57,222.53,222.09,222.95,0.84,0.313,228.89,228.66,229.16,0.47,0.081,230.42,229.95,230.75,1.71,0.803,388.54,418.54,0.0,0.0,10
2026-01-28 00:44:57,225.18,222.57,226.4,0.87,0.315,227.99,227.56,229.01,0.46,0.103,230.14,228.72,230.9,1.72,0.814,390.12,420.12,0.0,0.0,10
2026-01-28 00:46:57,225.8,225.36,226.13,0.87,0.307,228.1,227.91,228.36,0.46,0.133,228.87,228.07,229.29,2.05,0.852,460.66,490.66,0.0,0.0,10
2026-01-28 00:48:57,225.81,224.66,226.7,0.88,0.306,228.27,227.65,229.02,0.46,0.138,228.95,228.66,229.2,1.63,0.778,358.15,388.15,0.0,0.0,10
2026-01-28 00:50:57,224.8,223.11,225.38,0.86,0.314,228.76,227.67,229.12,0.44,0.144,228.67,228.42,229.12,2.26,0.904,531.43,561.43,0.0,0.0,10
2026-01-28 00:52:57,223.51,222.72,224.52,0.84,0.311,229.22,228.69,229.65,0.43,0.151,228.72,228.36,229.04,1.78,0.819,371.81,411.81,0.0,0.0,10
2026-01-28 00:54:57,222.96,220.99,223.92,1.04,0.486,229.7,229.4,230.16,0.42,0.154,228.65,228.16,229.37,2.17,0.86,567.7,597.7,0.0,0.0,10
2026-01-28 00:56:57,222.14,221.52,223.36,1.08,0.686,229.99,229.64,230.25,0.42,0.154,228.99,228.41,230.39,2.14,0.878,595.88,625.88,0.0,0.0,10
2026-01-28 00:58:57,221.17,220.38,221.85,0.99,0.663,230.82,230.05,231.27,0.44,0.16,228.82,228.32,229.28,1.66,0.809,459.49,489.49,0.0,0.0,10
2026-01-28 01:00:57,220.19,219.31,221.02,0.99,0.668,230.64,230.3,230.98,0.46,0.137,229.48,228.02,230.53,2.03,0.858,531.97,561.97,0.0,0.0,10
2026-01-28 01:02:57,218.16,217.07,219.74,0.95,0.676,231.48,230.79,232.41,0.48,0.124,230.33,230.01,230.67,1.57,0.79,440.55,470.55,0.0,0.0,10
2026-01-28 01:04:57,216.98,216.57,217.56,0.89,0.642,232.36,231.89,233.21,0.49,0.123,230.06,229.63,230.37,2.5,0.926,653.06,683.06,0.0,0.0,10
2026-01-28 01:06:57,216.78,216.56,217.11,0.88,0.62,233.18,232.9,233.41,0.51,0.129,230.0,229.65,230.41,2.44,0.924,646.18,676.18,0.0,0.0,10
2026-01-28 01:08:57,216.81,216.36,217.18,0.88,0.618,233.11,232.78,233.47,0.51,0.127,230.03,229.28,230.66,2.03,0.848,487.47,517.47,0.0,0.0,10
2026-01-28 01:10:58,216.81,216.33,217.42,0.87,0.616,233.32,233.15,233.53,0.52,0.123,230.13,229.74,230.52,2.57,0.924,668.99,698.99,0.0,0.0,10
2026-01-28 01:12:57,216.98,216.67,217.27,0.82,0.444,233.35,233.07,233.54,0.53,0.127,230.38,229.98,230.85,1.81,0.833,427.27,447.27,0.0,0.0,10
2026-01-28 01:14:58,217.18,215.3,219.72,0.73,0.255,233.21,232.2,233.99,0.52,0.125,230.16,229.85,230.51,2.58,0.925,587.04,617.04,0.0,0.0,10
2026-01-28 01:16:58,222.02,219.88,222.84,0.79,0.279,231.37,230.05,232.33,0.5,0.133,229.98,229.64,230.51,1.69,0.809,364.76,394.76,0.0,0.0,10
2026-01-28 01:18:58,222.81,221.3,224.09,0.8,0.279,231.05,230.32,231.67,0.49,0.134,230.04,229.58,230.55,2.44,0.905,570.16,600.16,0.0,0.0,10
2026-01-28 01:20:58,223.5,223.06,224.22,0.81,0.28,230.72,230.35,230.97,0.51,0.131,230.25,230.04,230.45,1.77,0.82,380.75,420.75,0.0,0.0,10
2026-01-28 01:22:58,223.75,222.77,224.41,0.82,0.279,230.48,230.02,230.86,0.52,0.128,230.04,229.51,230.42,2.6,0.83,525.82,555.82,0.0,0.0,10
2026-01-28 01:24:58,222.71,222.07,224.33,0.81,0.275,230.79,229.98,231.16,0.52,0.128,229.93,229.24,230.13,1.6,0.784,343.61,373.61,0.0,0.0,10
2026-01-28 01:26:58,224.87,222.46,226.38,0.85,0.29,232.06,229.75,232.77,0.52,0.176,228.71,227.83,230.14,2.24,0.891,520.17,550.17,0.0,0.0,10
2026-01-28 01:28:58,225.96,225.59,226.24,0.85,0.246,232.79,232.21,233.01,0.51,0.193,228.55,227.41,229.12,1.73,0.818,379.65,409.65,0.0,0.0,10
2026-01-28 01:30:58,225.58,224.6,225.96,0.84,0.249,232.61,232.18,232.91,0.51,0.191,228.36,227.84,229.02,1.96,0.855,447.91,487.91,0.0,0.0,10
2026-01-28 01:32:58,224.88,224.43,225.16,0.81,0.248,232.93,232.47,233.11,0.5,0.195,228.5,228.2,228.78,1.82,0.85,411.64,451.64,0.0,0.0,10
2026-01-28 01:34:58,224.85,224.19,225.2,0.81,0.255,233.0,232.82,233.17,0.49,0.2,228.38,227.86,229.09,2.58,0.9,599.75,629.75,0.0,0.0,10
2026-01-28 01:36:58,224.69,224.34,225.16,0.82,0.292,232.92,232.73,233.08,0.48,0.206,228.68,227.98,229.22,2.01,0.866,453.38,493.38,0.0,0.0,10
2026-01-28 01:38:58,224.91,224.41,226.11,0.89,0.385,233.11,232.77,233.57,0.48,0.205,228.42,227.76,229.14,1.95,0.847,472.94,512.94,0.0,0.0,10
2026-01-28 01:40:58,224.94,223.57,225.8,0.95,0.607,233.38,233.05,233.75,0.47,0.199,228.51,227.92,229.54,2.46,0.906,647.65,667.65,0.0,0.0,10
2026-01-28 01:42:58,225.1,224.49,225.46,0.96,0.611,232.72,231.82,233.23,0.44,0.171,229.39,228.98,229.85,2.09,0.852,524.67,544.67,0.0,0.0,10
2026-01-28 01:44:59,224.96,224.42,225.46,0.96,0.624,231.69,231.3,232.19,0.41,0.165,229.76,228.49,230.12,1.77,0.875,495.4,525.4,0.0,0.0,10
2026-01-28 01:46:58,225.47,225.02,226.21,0.97,0.615,231.71,231.39,232.12,0.4,0.166,229.66,229.17,230.15,1.8,0.82,477.07,507.07,0.0,0.0,10
